COD_LOCAL;CodMaterial;DESCRIPCION;Instock;CodInterno
U105;795029;N BLENDS PIÑA COLADA;1;58725
U105;795031; MANZ/UVA BCA 10x10;1;58746
U105;795033;ECER NAR/FRUTIL 10x1;1;58748
U105;402622001;N NECT TET 4X6X200 N;1;54431
U105;402622002;N NECT TET 4X6X200 D;1;54432
U105;402622003;N NECT TET 4X6X200 M;0;54433
U105;646726;N NECT TET 4X6X200 P;1;54434
U105;401707001;N NECT PET 6X1500 NA;1;54461
U105;401707005;N NECT PET 6X1500 DU;1;54462
U105;401707004;N NECT PET 6X1500 MA;1;54463
U105;401707003;N NECT PET 6X1500 UV;1;54464
U105;401707002;N NECT PET 6X1500 AR;1;54465
U105;10528;RREY 24X170 GRS.;1;50041
U105;10527;RREY 24X100 GRS.;1;50042
U105;10526;RREY 48X50 GRS.;1;50043
U105;681943;CLA 24X100 DOYPACK;1;50117
U105;872417;MONTERREY C/LECHE 24;1;50340
U105;401712001;IGHT NARANJA 10X1000;1;54081
U105;401712004;IGHT DURAZNO 10X1000;1;54082
U105;401712003;IGHT PIÑA 10X1000;1;54084
U105;401713001;ET 10X1000 NARANJA;1;54381
U105;401713002;ET 10X1000 PIÑA;1;54382
U105;401713003;ET 10X1000 DURAZNO;1;54383
U105;401713005;ET 10X1000 MANZANA;1;54385
U105;401713007;ET 10X1000 MULTIFRUT;1;54387
U105;402625007;ARANJA  4X6X200;1;57521
U105;402625001;IÑA     4X6X200;1;57522
U105;402625006;URAZNO  4X6X200;1;57523
U105;402625005;AMASCO  4X6X200;0;57524
U105;402625004;ANZANA  4X6X200;1;57525
U105;127960;ULTIFRU 4X6X200;1;57527
U105;402625002;RUTILLA 4X6X200;1;57528
U105;706576;LIVEAN 20X20 CHOCOLA;1;56251
U105;706579;LIVEAN 20X20 BERRIES;1;56254
U105;883075;LIVEAN 20X20 Maracuy;1;56255
U105;883076;LIVEAN 20X20 CARAMEL;1;56256
U105;185021;IVEAN 20X22 NARANJA;1;56711
U105;185022;IVEAN 20X22 PIÑA;1;56712
U105;185017;IVEAN 20X22 DURAZNO;1;56713
U105;184702;IVEAN 20X22 BERRIES;1;56715
U105;185020;IVEAN 20X22 MANZANA ;1;56716
U105;7297;F 24X300;1;53014
U105;31926;F 14X500;0;53018
U105;7117; RAFF BOLSA  12X900;1;53021
U105;401720003;FRUT BSA 24X400;1;53047
U105;401720001;CHOC BSA 24X400;1;53048
U105;144324;VAINILLA 24X200;1;53061
U105;144323;FRUTILLA 24X200;1;53062
U105;144322;CHOCOLAT 24X200;1;53063
U105;10659;JAS CANISTER 48X36 G;1;52112
U105;213171; DOYPACK 24X100;1;50532
U105;10539; CAN 24X170;1;50541
U105;10540; CAN 24X100;1;50542
U105;401726001;24X200 FRUTILLA;1;55361
U105;401726003;24X200 NARANJA;1;55363
U105;795021;KO LIGHT 4 FRUTAS TR;1;57424
U105;795022;KO LIGHT 4 BLUE 4X 2;1;57425
U105;900816;NAC 6(28X35) NARANJA;1;57901
U105;900817;NAC 6(28X35) DURAZNO;1;57902
U105;900818;NAC 6(28X35) PIÑA;1;57903
U105;900819;NAC 6(28X35) MANZANA;1;57904
U105;900820;NAC 6(28X35) FRUTILL;1;57905
U105;900821;NAC 6(28X35) FRAMBUE;1;57906
U105;900822;NAC 6(28X35) DAMASCO;1;57907
U105;900823;NAC 6(28X35) PAPAYA;1;57908
U105;900824;NAC 6(28X35) MANGO;1;57909
U105;900825;NAC 6(28X35) NARANJA;1;57910
U105;900831;NAC 6(28X35) LIMON D;1;57916
U105;900833;NAC TUTIFRUTI 6(28X3;1;57920
U105;900834;NAC TUTIFRUTI 6(28X3;1;57921
U105;900835;NAC TUTIFRUTI 6(28X3;1;57922
U105;900836;TEAFRUT 6(28X35) TE ;1;57923
U105;900837;TEAFRUT 6(28X35) TE ;1;57924
U105;6527; 3 SPAGHETTINI 400 G;1;26
U105;6532;ETTI TALLARIN 78 400;1;129
U105;6531;ETTI SPAGHETTI  5  4;1;230
U105;6530;ETTI CABELLO ANGEL 1;1;240
U105;6526;ETTI  TALLARIN 77  4;1;533
U105;6515;ETTI LASAÑA PREC 200;1;1203
U105;231748;ETTI PACK 3 SPAG 5 +;1;5067
U105;6516;ETTI CORBATAS 88  40;1;11488
U105;189986;ETTI  CARACOLITOS 35;1;18235
U105;6542;ETTI  MARIPOSA 81  2;1;18281
U105;210336;ETTI  QUIFAROS 33  4;1;18433
U105;6521;ETTI  CARACOLES 36  ;1;18436
U105;6514;ETTI  MOSTACHOLI 42 ;1;18443
U105;6518;ETTI  CANUTO 47  400;1;18447
U105;6528;ETTI CABELLITOS 51  ;1;18451
U105;6519;ETTI  ESPIRALES 56  ;1;18456
U105;6517;ETTI  CORBATITAS 83 ;1;18484
U105;756360;LLINI TOMATE MOZZARE;1;22066
U105;756361;LLINI VERDURAS LUCCH;1;22067
U105;606698;ETTI LASAÑA PREC 360;1;22166
U105;549001;IRAL 400G + 1 SALSA ;1;22276
U105;201379;3 SPG 400g LU + M.MI;1;22278
U105;863651; PANTRUCAS 250 G MAR;1;22550
U105;139762;AS NTZZ 6(10X110) CA;1;25031
U105;139763;AS NTZZ 6(10X110) PA;1;25032
U105;220613;ER 3(20X16) POLLO;1;25042
U105;220611;ER 3(20X16) CHOCLO;0;25043
U105;128222; NTZZ 18X74 CHAMPIÑO;1;25371
U105;128223; NTZZ 18X72 POLLO;1;25372
U105;128227; NTZZ 18X76 ESPARRAG;1;25374
U105;128228; NTZZ 18X80 CHOCLO;1;25375
U105;128229;NTZZ 18X70 POLLO/FID;1;25381
U105;128230;NTZZ 18X80 POSTA/CAB;1;25382
U105;128239;NTZZ 18X70 CARNE/ANI;1;25383
U105;128218;NTZZ 18X70 CARACOLIT;1;25384
U105;128219;NTZZ 18X70 CARNE/VER;1;25385
U105;128221;NTZZ 18X73 POLLO/SEM;1;25386
U105;128237;NTZZ 18X70 POLLO/ARR;1;25387
U105;192302;NTZZ 18X60 COSTILLA/;1;25388
U105;402121001;REN NTZZ CARNE 6(30X;1;25784
U105;212176;REN NTZZ CARNE 6(20X;1;25785
U105;402122001;REN NTZZ GALLI 6(30X;1;25787
U105;212178;REN NTZZ GALLI 6(20X;1;25788
U105;132462;UC-T DOY 24X200 ITAL;1;3705
U105;402124001;UC-I POU 24X200 NAPO;1;3801
U105;402124004;UC-I POU 24X200 BOLO;1;3802
U105;402124003;UC-I POU 24X200 PIAM;1;3803
U105;402124002;UC-I POU 24X200 MEDI;1;3804
U105;561345; LUCC ITALIANA 6(6*2;1;22446
U105;6535;A 250 G LUCCHETTI;1;541
U105;6537;A 500 G  FARDO LUCCH;1;2563
U105;6486;ANI SPAGHETTI 5  400;1;331
U105;6487;ANI  TALLARIN 77  40;1;332
U105;6491;ANI TALLARIN 78  400;1;333
U105;6495;ANI  FARFALLE 89  40;1;12488
U105;6490;ANI SPIRALI 56  400 ;1;19456
U105;669435;ANI AL BRONCE FARFAL;1;22021
U105;669437;ANI AL BRONCE TALLAR;1;22023
U105;669439;ANI AL BRONCE ESPIRA;1;22025
U105;669440;ANI AL BRONCE GNOCCH;1;22026
U105;669441;ANI AL BRONCE TORCHI;1;22027
U105;212985;E MARAVILLA MIRAFLOR;1;959
U105;4914;E MIRAFLORES MARAVIL;1;24175
U105;189591;E MIRAFLORES VEGETAL;1;24176
U105;804656;ANIOLIVA TRADICIONAL;1;24220
U105;804657;ANI OLIVA TRADICIONA;1;24221
U105;804658;ANI OLIVA TRADICIONA;1;24224
U106;138751; 3/4 CREM 48X60;1;56301
U106;9693;ANT 1/2   48X60;1;56311
U106;8115;ANT LIGHT 48X42;1;56312
U106;60385;STELERA   48X76;0;56321
U106;10525;24X170 GRS.;1;50061
U106;10503;24X100 GRS;1;50062
U106;192563;48X50 GRS.;1;50063
U106;10529;DESC. 24X170 GRS.;1;50081
U106;10530;DESC. 24X100 GRS.;1;50082
U106;341325;ARABIGO 24X170;0;50191
U106;705850;LIOFILIZADO 12X100;1;50252
U106;879200;Y HILL 4(20X35) NARA;1;59311
U106;879201;Y HILL 4(20X35) DURA;1;59312
U106;879202;Y HILL 4(20X35) PIÑA;1;59313
U106;879203;Y HILL 4(20X35) FRUT;1;59314
U106;879204;Y HILL 4(20X35) MANZ;1;59316
U106;193366;O 8X320 ORIGINAL;0;53401
U106;193367;O 8X320 QUESO;1;53402
U106;193368;O 8X320 CR.CEBOLLA;1;53403
U106;193369;O PIZZA 8x320;1;53404
U106;193370;O 8X320 JAMON;1;53405
U106;848746;O AIR CRUNCH 14X140 ;1;53451
U106;848747;O AIR CRUNCH 14X140 ;1;53452
U106;184582;O 24X80 ORIGINAL;1;53536
U106;184590;O 24X80 QUESO;1;53537
U106;184575;O 24X80 CEBOLLA;0;53538
U106;184586;O 24X80 PIZZA O KETC;1;53539
U106;184578;O 24X80 JAMON;1;53540
U106;899945;O AIR CRUNCH 8(6X35);1;53543
U106;899946;O 8X6X40 ORIGINAL   ;1;53556
U106;899947;O 8X6X40 QUESO   dia;1;53557
U106;899949;O 4X5X40 SURTIDAS   ;0;53588
U106;685550;AC 4(25X7) LIMONADA ;1;58632
U106;685551;AC 4(25X7) LIMONADA ;1;58633
U106;685552;AC 4(25X7) LIMONADA ;1;58634
U106;401709001;N ANTIOX 4(25X7) MAN;1;58643
U106;401709002;N ANTIOX 4(25X7) PIÑ;1;58645
U106;401709005;N ANTIOX 4(25X7) FRA;1;58653
U106;795025;AC 4(25X7) HUESILLO;1;58660
U106;401724001;N 4(25X8) NARANJA;1;58661
U106;401724010;N 4(25X7) DURAZNO;1;58664
U106;401724011;N 4(25X7) PIÑA;1;58665
U106;401724014;N 4(25X7) FRUTILLA;1;58668
U106;401724015;N 4(25X7) PERA AGUA;1;58669
U106;401724017;N 4(25X7) MANGO;1;58671
U106;401724007;N 4(25X7) BERRIES;1;58673
U106;401724006;N 4(25X7) MELON TUNA;1;58674
U106;401724002;N 4(25X7) PAPAYA;1;58679
U106;685553;AC 4(25X7) TE NEGRO ;1;58680
U106;690643;AC 4(25X7) TE DURAZN;1;58681
U106;795026;N BLENDS PISCO SOUR ;1;58721
U106;795027;N BLENDS MOJITO 4x25;1;58723
U106;795028;N BLENDS CAIPIRINHA ;1;58724
U106;795029;N BLENDS PIÑA COLADA;1;58725
U106;795031; MANZ/UVA BCA 10x10;1;58746
U106;795033;ECER NAR/FRUTIL 10x1;1;58748
U106;402622001;N NECT TET 4X6X200 N;1;54431
U106;402622002;N NECT TET 4X6X200 D;1;54432
U106;402622003;N NECT TET 4X6X200 M;1;54433
U106;646726;N NECT TET 4X6X200 P;1;54434
U106;401707001;N NECT PET 6X1500 NA;0;54461
U106;401707005;N NECT PET 6X1500 DU;0;54462
U106;401707004;N NECT PET 6X1500 MA;1;54463
U106;401707003;N NECT PET 6X1500 UV;1;54464
U106;401707002;N NECT PET 6X1500 AR;1;54465
U106;10528;RREY 24X170 GRS.;1;50041
U106;10527;RREY 24X100 GRS.;1;50042
U106;10526;RREY 48X50 GRS.;1;50043
U106;681943;CLA 24X100 DOYPACK;1;50117
U106;872417;MONTERREY C/LECHE 24;1;50340
U106;401712001;IGHT NARANJA 10X1000;1;54081
U106;401712004;IGHT DURAZNO 10X1000;1;54082
U106;401712003;IGHT PIÑA 10X1000;1;54084
U106;401713001;ET 10X1000 NARANJA;1;54381
U106;401713002;ET 10X1000 PIÑA;1;54382
U106;401713003;ET 10X1000 DURAZNO;1;54383
U106;401713005;ET 10X1000 MANZANA;1;54385
U106;401713007;ET 10X1000 MULTIFRUT;1;54387
U106;402625007;ARANJA  4X6X200;0;57521
U106;402625001;IÑA     4X6X200;0;57522
U106;402625006;URAZNO  4X6X200;1;57523
U106;402625005;AMASCO  4X6X200;1;57524
U106;402625004;ANZANA  4X6X200;1;57525
U106;127960;ULTIFRU 4X6X200;1;57527
U106;402625002;RUTILLA 4X6X200;1;57528
U106;706576;LIVEAN 20X20 CHOCOLA;1;56251
U106;706579;LIVEAN 20X20 BERRIES;1;56254
U106;883075;LIVEAN 20X20 Maracuy;1;56255
U106;883076;LIVEAN 20X20 CARAMEL;1;56256
U106;185021;IVEAN 20X22 NARANJA;1;56711
U106;185022;IVEAN 20X22 PIÑA;1;56712
U106;185017;IVEAN 20X22 DURAZNO;1;56713
U106;184702;IVEAN 20X22 BERRIES;1;56715
U106;185020;IVEAN 20X22 MANZANA ;1;56716
U106;7297;F 24X300;1;53014
U106;31926;F 14X500;1;53018
U106;7117; RAFF BOLSA  12X900;0;53021
U106;401720003;FRUT BSA 24X400;1;53047
U106;401720001;CHOC BSA 24X400;1;53048
U106;144324;VAINILLA 24X200;1;53061
U106;144323;FRUTILLA 24X200;1;53062
U106;144322;CHOCOLAT 24X200;1;53063
U106;10659;JAS CANISTER 48X36 G;1;52112
U106;213171; DOYPACK 24X100;1;50532
U106;10539; CAN 24X170;1;50541
U106;10540; CAN 24X100;1;50542
U106;401726001;24X200 FRUTILLA;1;55361
U106;401726003;24X200 NARANJA;1;55363
U106;795021;KO LIGHT 4 FRUTAS TR;1;57424
U106;795022;KO LIGHT 4 BLUE 4X 2;1;57425
U106;900816;NAC 6(28X35) NARANJA;1;57901
U106;900817;NAC 6(28X35) DURAZNO;1;57902
U106;900818;NAC 6(28X35) PIÑA;1;57903
U106;900819;NAC 6(28X35) MANZANA;1;57904
U106;900820;NAC 6(28X35) FRUTILL;1;57905
U106;900821;NAC 6(28X35) FRAMBUE;1;57906
U106;900822;NAC 6(28X35) DAMASCO;1;57907
U106;900823;NAC 6(28X35) PAPAYA;1;57908
U106;900824;NAC 6(28X35) MANGO;1;57909
U106;900825;NAC 6(28X35) NARANJA;1;57910
U106;900831;NAC 6(28X35) LIMON D;1;57916
U106;900833;NAC TUTIFRUTI 6(28X3;1;57920
U106;900834;NAC TUTIFRUTI 6(28X3;1;57921
U106;900835;NAC TUTIFRUTI 6(28X3;1;57922
U106;900836;TEAFRUT 6(28X35) TE ;1;57923
U106;900837;TEAFRUT 6(28X35) TE ;1;57924
U106;6527; 3 SPAGHETTINI 400 G;1;26
U106;6532;ETTI TALLARIN 78 400;0;129
U106;6531;ETTI SPAGHETTI  5  4;0;230
U106;6530;ETTI CABELLO ANGEL 1;1;240
U106;6526;ETTI  TALLARIN 77  4;1;533
U106;6515;ETTI LASAÑA PREC 200;0;1203
U106;231748;ETTI PACK 3 SPAG 5 +;0;5067
U106;6516;ETTI CORBATAS 88  40;1;11488
U106;189986;ETTI  CARACOLITOS 35;1;18235
U106;6542;ETTI  MARIPOSA 81  2;0;18281
U106;210336;ETTI  QUIFAROS 33  4;0;18433
U106;6521;ETTI  CARACOLES 36  ;1;18436
U106;6514;ETTI  MOSTACHOLI 42 ;1;18443
U106;6518;ETTI  CANUTO 47  400;1;18447
U106;6528;ETTI CABELLITOS 51  ;1;18451
U106;6519;ETTI  ESPIRALES 56  ;1;18456
U106;6517;ETTI  CORBATITAS 83 ;1;18484
U106;756360;LLINI TOMATE MOZZARE;1;22066
U106;756361;LLINI VERDURAS LUCCH;1;22067
U106;549001;IRAL 400G + 1 SALSA ;1;22276
U106;201379;3 SPG 400g LU + M.MI;0;22278
U106;863651; PANTRUCAS 250 G MAR;1;22550
U106;139762;AS NTZZ 6(10X110) CA;1;25031
U106;139763;AS NTZZ 6(10X110) PA;1;25032
U106;220613;ER 3(20X16) POLLO;1;25042
U106;220611;ER 3(20X16) CHOCLO;0;25043
U106;128222; NTZZ 18X74 CHAMPIÑO;1;25371
U106;128223; NTZZ 18X72 POLLO;1;25372
U106;128227; NTZZ 18X76 ESPARRAG;1;25374
U106;128228; NTZZ 18X80 CHOCLO;1;25375
U106;128229;NTZZ 18X70 POLLO/FID;1;25381
U106;128230;NTZZ 18X80 POSTA/CAB;1;25382
U106;128239;NTZZ 18X70 CARNE/ANI;1;25383
U106;128218;NTZZ 18X70 CARACOLIT;1;25384
U106;128219;NTZZ 18X70 CARNE/VER;1;25385
U106;128221;NTZZ 18X73 POLLO/SEM;1;25386
U106;128237;NTZZ 18X70 POLLO/ARR;1;25387
U106;192302;NTZZ 18X60 COSTILLA/;1;25388
U106;402121001;REN NTZZ CARNE 6(30X;1;25784
U106;212176;REN NTZZ CARNE 6(20X;1;25785
U106;402122001;REN NTZZ GALLI 6(30X;1;25787
U106;212178;REN NTZZ GALLI 6(20X;1;25788
U106;132462;UC-T DOY 24X200 ITAL;1;3705
U106;402124001;UC-I POU 24X200 NAPO;1;3801
U106;402124004;UC-I POU 24X200 BOLO;1;3802
U106;402124003;UC-I POU 24X200 PIAM;1;3803
U106;402124002;UC-I POU 24X200 MEDI;1;3804
U106;561345; LUCC ITALIANA 6(6*2;1;22446
U106;6535;A 250 G LUCCHETTI;1;541
U106;6537;A 500 G  FARDO LUCCH;1;2563
U106;6486;ANI SPAGHETTI 5  400;1;331
U106;6487;ANI  TALLARIN 77  40;0;332
U106;6491;ANI TALLARIN 78  400;0;333
U106;6495;ANI  FARFALLE 89  40;1;12488
U106;6490;ANI SPIRALI 56  400 ;1;19456
U106;669435;ANI AL BRONCE FARFAL;1;22021
U106;669437;ANI AL BRONCE TALLAR;1;22023
U106;669439;ANI AL BRONCE ESPIRA;1;22025
U106;669440;ANI AL BRONCE GNOCCH;1;22026
U106;669441;ANI AL BRONCE TORCHI;1;22027
U106;212985;E MARAVILLA MIRAFLOR;1;959
U106;4914;E MIRAFLORES MARAVIL;1;24175
U106;189591;E MIRAFLORES VEGETAL;1;24176
U106;804656;ANIOLIVA TRADICIONAL;1;24220
U106;804657;ANI OLIVA TRADICIONA;0;24221
U106;804658;ANI OLIVA TRADICIONA;1;24224
U107;10535;ADO CAN 24X170;1;51221
U107;10534;ADO CAN 24X100;1;51222
U107;138751; 3/4 CREM 48X60;1;56301
U107;138754; 3/4 CHOC 48X70;1;56304
U107;9693;ANT 1/2   48X60;1;56311
U107;8115;ANT LIGHT 48X42;1;56312
U107;60385;STELERA   48X76;1;56321
U107;10525;24X170 GRS.;1;50061
U107;10503;24X100 GRS;1;50062
U107;192563;48X50 GRS.;1;50063
U107;10529;DESC. 24X170 GRS.;1;50081
U107;10530;DESC. 24X100 GRS.;1;50082
U107;210094;DESC. 48X50 GRS.;1;50083
U107;341324;ARABIGO 24X100;1;50192
U107;751557;TENTACIONES 24(8X19);1;50354
U107;751554;TENTACIONES 24(8X19);1;50355
U107;751558;TENTACIONES 24(8X22);1;50356
U107;751555;TENTACIONES 24(8X19);1;50357
U107;751552;TENTA DESCA 24(8x19);1;50363
U107;751553;TENTA LIGHT 24(8x15);1;50364
U107;872420;ORIGENES 12X250 COLO;1;50561
U107;872421;ORIGENES 12X250 ETIO;1;50562
U107;872422;ORIGENES 12X250 COST;1;50563
U107;879200;Y HILL 4(20X35) NARA;1;59311
U107;879201;Y HILL 4(20X35) DURA;1;59312
U107;879202;Y HILL 4(20X35) PIÑA;1;59313
U107;879203;Y HILL 4(20X35) FRUT;0;59314
U107;879204;Y HILL 4(20X35) MANZ;1;59316
U107;612688;O  8X320 BARBEQUE;1;53308
U107;193366;O 8X320 ORIGINAL;1;53401
U107;193367;O 8X320 QUESO;1;53402
U107;193368;O 8X320 CR.CEBOLLA;1;53403
U107;193369;O PIZZA 8x320;1;53404
U107;193370;O 8X320 JAMON;1;53405
U107;848746;O AIR CRUNCH 14X140 ;1;53451
U107;848747;O AIR CRUNCH 14X140 ;1;53452
U107;184582;O 24X80 ORIGINAL;0;53536
U107;184590;O 24X80 QUESO;0;53537
U107;184575;O 24X80 CEBOLLA;1;53538
U107;184586;O 24X80 PIZZA O KETC;0;53539
U107;184578;O 24X80 JAMON;1;53540
U107;899945;O AIR CRUNCH 8(6X35);0;53543
U107;899946;O 8X6X40 ORIGINAL   ;0;53556
U107;899947;O 8X6X40 QUESO   dia;0;53557
U107;899948;O 8X6X40 CREMA CEBOL;0;53558
U107;899949;O 4X5X40 SURTIDAS   ;0;53588
U107;685550;AC 4(25X7) LIMONADA ;1;58632
U107;685552;AC 4(25X7) LIMONADA ;1;58634
U107;401709001;N ANTIOX 4(25X7) MAN;1;58643
U107;401709002;N ANTIOX 4(25X7) PIÑ;1;58645
U107;401709005;N ANTIOX 4(25X7) FRA;1;58653
U107;795025;AC 4(25X7) HUESILLO;1;58660
U107;401724001;N 4(25X8) NARANJA;1;58661
U107;401724010;N 4(25X7) DURAZNO;1;58664
U107;401724011;N 4(25X7) PIÑA;1;58665
U107;506348;AC 4(25X7) POMELO RO;1;58667
U107;401724014;N 4(25X7) FRUTILLA;1;58668
U107;401724015;N 4(25X7) PERA AGUA;1;58669
U107;401724017;N 4(25X7) MANGO;1;58671
U107;401724007;N 4(25X7) BERRIES;1;58673
U107;401724006;N 4(25X7) MELON TUNA;1;58674
U107;401724002;N 4(25X7) PAPAYA;1;58679
U107;685553;AC 4(25X7) TE NEGRO ;1;58680
U107;690643;AC 4(25X7) TE DURAZN;1;58681
U107;795030;CER PIÑA/COCO 10x10;1;58745
U107;795031; MANZ/UVA BCA 10x10;1;58746
U107;795033;ECER NAR/FRUTIL 10x1;1;58748
U107;402622001;N NECT TET 4X6X200 N;0;54431
U107;402622002;N NECT TET 4X6X200 D;0;54432
U107;402622003;N NECT TET 4X6X200 M;0;54433
U107;646726;N NECT TET 4X6X200 P;0;54434
U107;401707001;N NECT PET 6X1500 NA;0;54461
U107;401707005;N NECT PET 6X1500 DU;1;54462
U107;401707004;N NECT PET 6X1500 MA;0;54463
U107;401707003;N NECT PET 6X1500 UV;1;54464
U107;401707002;N NECT PET 6X1500 AR;0;54465
U107;10528;RREY 24X170 GRS.;1;50041
U107;10527;RREY 24X100 GRS.;1;50042
U107;10526;RREY 48X50 GRS.;1;50043
U107;681943;CLA 24X100 DOYPACK;1;50117
U107;872417;MONTERREY C/LECHE 24;1;50340
U107;401713001;ET 10X1000 NARANJA;1;54381
U107;401713002;ET 10X1000 PIÑA;1;54382
U107;401713003;ET 10X1000 DURAZNO;1;54383
U107;401713007;ET 10X1000 MULTIFRUT;1;54387
U107;402619001;A 6X1500 NARANJA;0;54521
U107;402619008;A 6X1500 PIÑA;0;54522
U107;402619007;A 6X1500 DURAZNO;0;54523
U107;402619006;A 6X1500 DAMASCO;0;54524
U107;402619004;A 6X1500 MULTIFRUTA;1;54527
U107;402619002;A 6X1500 NAR/PLATANO;0;54529
U107;402625007;ARANJA  4X6X200;1;57521
U107;402625001;IÑA     4X6X200;1;57522
U107;402625006;URAZNO  4X6X200;1;57523
U107;402625005;AMASCO  4X6X200;0;57524
U107;402625004;ANZANA  4X6X200;1;57525
U107;127960;ULTIFRU 4X6X200;1;57527
U107;706576;LIVEAN 20X20 CHOCOLA;1;56251
U107;706577;LIVEAN 20X20 VAINILL;1;56252
U107;185021;IVEAN 20X22 NARANJA;1;56711
U107;185022;IVEAN 20X22 PIÑA;1;56712
U107;185017;IVEAN 20X22 DURAZNO;1;56713
U107;184702;IVEAN 20X22 BERRIES;1;56715
U107;185020;IVEAN 20X22 MANZANA ;1;56716
U107;185019;IVEAN 20X22 MANDARIN;1;56717
U107;7297;F 24X300;1;53014
U107;31926;F 14X500;0;53018
U107;7117; RAFF BOLSA  12X900;1;53021
U107;580032003;CHOC POT 24X400;1;53043
U107;401720003;FRUT BSA 24X400;1;53047
U107;401720001;CHOC BSA 24X400;1;53048
U107;144324;VAINILLA 24X200;1;53061
U107;144323;FRUTILLA 24X200;1;53062
U107;144322;CHOCOLAT 24X200;0;53063
U107;53863; RAFF CAN 24X400;1;53071
U107;571238;PROC 25 PORC MENOS A;1;53083
U107;10659;JAS CANISTER 48X36 G;1;52112
U107;213171; DOYPACK 24X100;1;50532
U107;10539; CAN 24X170;1;50541
U107;10540; CAN 24X100;1;50542
U107;210083; CAN 48X50;1;50543
U107;401726001;24X200 FRUTILLA;1;55361
U107;401726003;24X200 NARANJA;0;55363
U107;401726004;24X200 PIÑA;0;55364
U107;401726005;24X200 DAMASCO;1;55367
U107;401726006;24X200 DURAZNO;0;55368
U107;401731003;160X20 NARANJA;0;55383
U107;401731009;160X20 GUINDA;1;55390
U107;401727004;LIGHT 80X20 NARANJA;1;57121
U107;401727005;LIGHT 80X20 PIÑA;1;57122
U107;401727006;LIGHT 80X20 DURAZNO;1;57123
U107;401727008;LIGHT 80X20 MANGO;1;57125
U107;401727009;LIGHT 80X20 FRUTI LL;1;57127
U107;401727010;LIGHT 80X20 FRAMBUES;1;57128
U107;401725003;UKO FRUT 60X60;1;57404
U107;401725004;UKO NARAN 60X60;1;57407
U107;401725006;UKO BLUE    60X60;1;57409
U107;795022;KO LIGHT 4 BLUE 4X 2;1;57425
U107;184997;ZERO 4(25X8) NARANJA;1;57461
U107;401708001;ZERO 4(25X7) PIÑA;1;57462
U107;401708002;ZERO 4(25X7) DURAZNO;1;57463
U107;900816;NAC 6(28X35) NARANJA;1;57901
U107;900817;NAC 6(28X35) DURAZNO;1;57902
U107;900818;NAC 6(28X35) PIÑA;1;57903
U107;900819;NAC 6(28X35) MANZANA;1;57904
U107;900820;NAC 6(28X35) FRUTILL;1;57905
U107;900821;NAC 6(28X35) FRAMBUE;1;57906
U107;900822;NAC 6(28X35) DAMASCO;1;57907
U107;900823;NAC 6(28X35) PAPAYA;1;57908
U107;900824;NAC 6(28X35) MANGO;1;57909
U107;900825;NAC 6(28X35) NARANJA;1;57910
U107;900826;NAC 6(28X35) MELON T;1;57911
U107;900827;NAC 6(28X35) HUESILL;0;57912
U107;900828;NAC 6(28X35) KIWI;1;57913
U107;900829;NAC 6(28X35) ARANDAN;1;57914
U107;900831;NAC 6(28X35) LIMON D;1;57916
U107;900832;NUTRITION 6(28X35) N;1;57918
U107;900833;NAC TUTIFRUTI 6(28X3;1;57920
U107;900834;NAC TUTIFRUTI 6(28X3;1;57921
U107;900835;NAC TUTIFRUTI 6(28X3;1;57922
U107;900836;TEAFRUT 6(28X35) TE ;0;57923
U107;900837;TEAFRUT 6(28X35) TE ;1;57924
U107;6527; 3 SPAGHETTINI 400 G;0;26
U107;6532;ETTI TALLARIN 78 400;1;129
U107;6531;ETTI SPAGHETTI  5  4;1;230
U107;185007;ETTI SPAGHETTI  5 TR;1;235
U107;6530;ETTI CABELLO ANGEL 1;0;240
U107;6526;ETTI  TALLARIN 77  4;1;533
U107;6515;ETTI LASAÑA PREC 200;1;1203
U107;231748;ETTI PACK 3 SPAG 5 +;1;5067
U107;6516;ETTI CORBATAS 88  40;1;11488
U107;189988;ETTI  PEPITAS 27  25;1;18227
U107;189986;ETTI  CARACOLITOS 35;1;18235
U107;6542;ETTI  MARIPOSA 81  2;1;18281
U107;210336;ETTI  QUIFAROS 33  4;1;18433
U107;6521;ETTI  CARACOLES 36  ;1;18436
U107;6514;ETTI  MOSTACHOLI 42 ;1;18443
U107;6518;ETTI  CANUTO 47  400;1;18447
U107;6528;ETTI CABELLITOS 51  ;0;18451
U107;6519;ETTI  ESPIRALES 56  ;1;18456
U107;6517;ETTI  CORBATITAS 83 ;1;18484
U107;756360;LLINI TOMATE MOZZARE;1;22066
U107;576919;ETTI P.PRONTA MACARO;1;22070
U107;576922;ETTI P.PRONTA CARACO;1;22073
U107;770778;ETTI P.PR.ESPIR. SAL;1;22074
U107;770779;ETTI P.PR.MOST.LOMO ;1;22075
U107;606698;ETTI LASAÑA PREC 360;1;22166
U107;911960;ETTI VIOLETA 28 320G;0;22228
U107;911961;ETTI MARGARITA 29 32;0;22229
U107;549001;IRAL 400G + 1 SALSA ;1;22276
U107;201379;3 SPG 400g LU + M.MI;1;22278
U107;863651; PANTRUCAS 250 G MAR;0;22550
U107;139762;AS NTZZ 6(10X110) CA;1;25031
U107;139763;AS NTZZ 6(10X110) PA;1;25032
U107;761704;AS NTZZ 6(10X65) AJI;1;25036
